User-ID;ISBN;Book-Rating;Book-Title;Book-Author;Year-Of-Publication;City;State;Country;AgeGroup;content
15602;0375725784;8;A Heartbreaking Work of Staggering Genius;Dave Eggers;2001;cherry hill;new jersey;usa;Young Adult;A Heartbreaking Work of Staggering Genius Dave Eggers 2001
15602;0375727132;7;The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback));ANN PACKER;2003;cherry hill;new jersey;usa;Young Adult;The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)) ANN PACKER 2003
15602;0385335482;9;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001;cherry hill;new jersey;usa;Young Adult;Confessions of a Shopaholic (Summer Display Opportunity) SOPHIE KINSELLA 2001
15602;0385335881;8;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella;2002;cherry hill;new jersey;usa;Young Adult;Shopaholic Takes Manhattan (Summer Display Opportunity) Sophie Kinsella 2002
15602;0385336179;9;Shopaholic Ties the Knot;Sophie Kinsella;2003;cherry hill;new jersey;usa;Young Adult;Shopaholic Ties the Knot Sophie Kinsella 2003
15602;0385503954;7;Atonement: A Novel;Ian McEwan;2002;cherry hill;new jersey;usa;Young Adult;Atonement: A Novel Ian McEwan 2002
15602;0385504209;9;The Da Vinci Code;Dan Brown;2003;cherry hill;new jersey;usa;Young Adult;The Da Vinci Code Dan Brown 2003
15602;038550926X;9;The Devil Wears Prada : A Novel;LAUREN WEISBERGER;2003;cherry hill;new jersey;usa;Young Adult;The Devil Wears Prada : A Novel LAUREN WEISBERGER 2003
15602;0385721420;9;Three Junes;JULIA GLASS;2003;cherry hill;new jersey;usa;Young Adult;Three Junes JULIA GLASS 2003
15602;0385722192;6;Lullaby: A Novel;Chuck Palahniuk;2003;cherry hill;new jersey;usa;Young Adult;Lullaby: A Novel Chuck Palahniuk 2003
15602;0451157443;8;Carrie;Stephen King;1994;cherry hill;new jersey;usa;Young Adult;Carrie Stephen King 1994
15602;0451191153;7;The Fountainhead;Ayn Rand;1996;cherry hill;new jersey;usa;Young Adult;The Fountainhead Ayn Rand 1996
15602;0553212583;10;Wuthering Heights;EMILY BRONTE;1983;cherry hill;new jersey;usa;Young Adult;Wuthering Heights EMILY BRONTE 1983
15602;0671027344;8;The Perks of Being a Wallflower;Stephen Chbosky;1999;cherry hill;new jersey;usa;Young Adult;The Perks of Being a Wallflower Stephen Chbosky 1999
15602;0684801523;8;The Great Gatsby;F. Scott Fitzgerald;1995;cherry hill;new jersey;usa;Young Adult;The Great Gatsby F. Scott Fitzgerald 1995
15602;0743418174;10;Good in Bed;Jennifer Weiner;2002;cherry hill;new jersey;usa;Young Adult;Good in Bed Jennifer Weiner 2002
15602;156619024X;10;Jane Eyre;Charlotte Bronte;0;cherry hill;new jersey;usa;Young Adult;Jane Eyre Charlotte Bronte 0
15651;0380001411;10;Christy;Catherine Marshall;1976;springfield;missouri;usa;Young Adult;Christy Catherine Marshall 1976
15651;0439404371;10;The Thief Lord;Cornelia Funke;2002;springfield;missouri;usa;Young Adult;The Thief Lord Cornelia Funke 2002
15651;0440224764;10;The Partner;John Grisham;1998;springfield;missouri;usa;Young Adult;The Partner John Grisham 1998
15651;0553256696;10;Hiding Place;Corrie Ten Boom;1984;springfield;missouri;usa;Young Adult;Hiding Place Corrie Ten Boom 1984
15651;0553277464;8;Beaches;Iris Rainer Dart;1990;springfield;missouri;usa;Young Adult;Beaches Iris Rainer Dart 1990
15651;0842329129;10;Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1);Tim Lahaye;1996;springfield;missouri;usa;Young Adult;Left Behind: A Novel of the Earth's Last Days (Left Behind No. 1) Tim Lahaye 1996
15651;0842329218;10;Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2);Tim LaHaye;1997;springfield;missouri;usa;Young Adult;Tribulation Force: The Continuing Drama of Those Left Behind (Left Behind No. 2) Tim LaHaye 1997
15654;0060987049;8;Microserfs;Douglas Coupland;1996;dallas;texas;usa;Young Adult;Microserfs Douglas Coupland 1996
15654;031205436x;8;Generation X: Tales for an Accelerated Culture;Douglas Coupland;1992;dallas;texas;usa;Young Adult;Generation X: Tales for an Accelerated Culture Douglas Coupland 1992
15654;0345273303;9;Another Roadside Attraction;Robbins;1977;dallas;texas;usa;Young Adult;Another Roadside Attraction Robbins 1977
15654;0671755064;7;SHAMPOO PLANET : SHAMPOO PLANET;Douglas Coupland;1993;dallas;texas;usa;Young Adult;SHAMPOO PLANET : SHAMPOO PLANET Douglas Coupland 1993
15654;0671874349;6;LIFE AFTER GOD : LIFE AFTER GOD;Douglas Coupland;1995;dallas;texas;usa;Young Adult;LIFE AFTER GOD : LIFE AFTER GOD Douglas Coupland 1995
15670;0061044431;9;The Salaryman's Wife (Children of Violence Series);Sujata Massey;2000;round rock;texas;usa;Adult;The Salaryman's Wife (Children of Violence Series) Sujata Massey 2000
15670;0316153915;9;Chasing the Dime;Michael Connelly;2002;round rock;texas;usa;Adult;Chasing the Dime Michael Connelly 2002
15670;0374332657;9;Holes (Newbery Medal Book);Louis Sachar;1998;round rock;texas;usa;Adult;Holes (Newbery Medal Book) Louis Sachar 1998
15670;0380005239;7;Go Ask Alice (Avon/Flare Book);James Jennings;1991;round rock;texas;usa;Adult;Go Ask Alice (Avon/Flare Book) James Jennings 1991
15670;0446603422;7;Stormy Weather;Carl Hiaasen;1996;round rock;texas;usa;Adult;Stormy Weather Carl Hiaasen 1996
15819;0060096195;10;The Boy Next Door;Meggin Cabot;2002;grapevine;texas;usa;Adult;The Boy Next Door Meggin Cabot 2002
15819;0425189031;5;Portrait in Death;Nora Roberts;2003;grapevine;texas;usa;Adult;Portrait in Death Nora Roberts 2003
15819;0425191583;5;Imitation in Death (Eve Dallas Mysteries (Paperback));J. D. Robb;2004;grapevine;texas;usa;Adult;Imitation in Death (Eve Dallas Mysteries (Paperback)) J. D. Robb 2004
15819;0486268780;5;Selected Poems (Dover Thrift Editions);Walt Whitman;1991;grapevine;texas;usa;Adult;Selected Poems (Dover Thrift Editions) Walt Whitman 1991
15819;0515102652;9;The Cat Who Talked to Ghosts;Lilian Jackson Braun;1996;grapevine;texas;usa;Adult;The Cat Who Talked to Ghosts Lilian Jackson Braun 1996
15819;051510566X;8;The Cat Who Lived High;Lilian Jackson Braun;1991;grapevine;texas;usa;Adult;The Cat Who Lived High Lilian Jackson Braun 1991
15819;0515107867;9;The Cat Who Knew a Cardinal;Lilian Jackson Braun;1995;grapevine;texas;usa;Adult;The Cat Who Knew a Cardinal Lilian Jackson Braun 1995
15819;0515122408;9;The Cat Who Tailed a Thief;Lilian Jackson Braun;1998;grapevine;texas;usa;Adult;The Cat Who Tailed a Thief Lilian Jackson Braun 1998
15819;0671019074;9;The Color Purple;Alice Walker;1998;grapevine;texas;usa;Adult;The Color Purple Alice Walker 1998
15819;0671027360;10;"Angels &amp; Demons";Dan Brown;2001;grapevine;texas;usa;Adult;"Angels &amp; Demons Dan Brown 2001"
15945;0156528207;10;The Little Prince;Antoine de Saint-Exup̩ry;1968;charlotte;north carolina;usa;Adult;The Little Prince Antoine de Saint-Exup̩ry 1968
15945;0312201656;8;I Capture the Castle;Dodie Smith;1999;charlotte;north carolina;usa;Adult;I Capture the Castle Dodie Smith 1999
15945;0380002450;5;Awakening;Kate Chopin;1982;charlotte;north carolina;usa;Adult;Awakening Kate Chopin 1982
15945;0380813815;5;Lamb : The Gospel According to Biff, Christ's Childhood Pal;Christopher Moore;2003;charlotte;north carolina;usa;Adult;Lamb : The Gospel According to Biff, Christ's Childhood Pal Christopher Moore 2003
15945;0553380095;8;The Heart of a Woman;Maya Angelou;1997;charlotte;north carolina;usa;Adult;The Heart of a Woman Maya Angelou 1997
15957;0060929596;10;As Nature Made Him : The Boy Who Was Raised as a Girl;John Colapinto;2001;sydney;new south wales;australia;Young Adult;As Nature Made Him : The Boy Who Was Raised as a Girl John Colapinto 2001
15957;0312291639;3;The Nanny Diaries: A Novel;Emma McLaughlin;2003;sydney;new south wales;australia;Young Adult;The Nanny Diaries: A Novel Emma McLaughlin 2003
15957;0385335482;9;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001;sydney;new south wales;australia;Young Adult;Confessions of a Shopaholic (Summer Display Opportunity) SOPHIE KINSELLA 2001
15957;0446673544;9;"Sex &amp; the City";Candace Bushnell;1997;sydney;new south wales;australia;Young Adult;"Sex &amp; the City Candace Bushnell 1997"
15957;0451190491;8;The Two Dead Girls (Green Mile Series);Stephen King;1996;sydney;new south wales;australia;Young Adult;The Two Dead Girls (Green Mile Series) Stephen King 1996
15957;0451190548;8;The Green Mile: Coffey's Hands (Green Mile Series);Stephen King;1996;sydney;new south wales;australia;Young Adult;The Green Mile: Coffey's Hands (Green Mile Series) Stephen King 1996
15957;0451190564;8;The Green Mile: Night Journey (Green Mile Series);Stephen King;1996;sydney;new south wales;australia;Young Adult;The Green Mile: Night Journey (Green Mile Series) Stephen King 1996
15957;0553573136;8;Couplehood;PAUL REISER;1995;sydney;new south wales;australia;Young Adult;Couplehood PAUL REISER 1995
15957;0860074382;9;84 Charing Cross Road;Helene Hanff;0;sydney;new south wales;australia;Young Adult;84 Charing Cross Road Helene Hanff 0
16009;0060987103;9;Wicked: The Life and Times of the Wicked Witch of the West;Gregory Maguire;1996;stratford;new jersey;usa;Young Adult;Wicked: The Life and Times of the Wicked Witch of the West Gregory Maguire 1996
16009;0060987529;9;Confessions of an Ugly Stepsister : A Novel;Gregory Maguire;2000;stratford;new jersey;usa;Young Adult;Confessions of an Ugly Stepsister : A Novel Gregory Maguire 2000
16009;0061096083;5;The Bestseller;Olivia Goldsmith;1997;stratford;new jersey;usa;Young Adult;The Bestseller Olivia Goldsmith 1997
16009;0316969443;5;Suzanne's Diary for Nicholas;James Patterson;2001;stratford;new jersey;usa;Young Adult;Suzanne's Diary for Nicholas James Patterson 2001
16009;0385335881;7;Shopaholic Takes Manhattan (Summer Display Opportunity);Sophie Kinsella;2002;stratford;new jersey;usa;Young Adult;Shopaholic Takes Manhattan (Summer Display Opportunity) Sophie Kinsella 2002
16009;0385336179;6;Shopaholic Ties the Knot;Sophie Kinsella;2003;stratford;new jersey;usa;Young Adult;Shopaholic Ties the Knot Sophie Kinsella 2003
16009;0440235596;8;Tara Road;Maeve Binchy;2000;stratford;new jersey;usa;Young Adult;Tara Road Maeve Binchy 2000
16009;0446532231;6;Dude, Where's My Country?;Michael Moore;2003;stratford;new jersey;usa;Young Adult;Dude, Where's My Country? Michael Moore 2003
16009;0451209907;8;Quentins;Maeve Binchy;2003;stratford;new jersey;usa;Young Adult;Quentins Maeve Binchy 2003
16009;0525947647;9;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right;Al Franken;2003;stratford;new jersey;usa;Young Adult;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right Al Franken 2003
16009;059043389X;3;Adventures of Huckleberry Finn;Mark Twain;1987;stratford;new jersey;usa;Young Adult;Adventures of Huckleberry Finn Mark Twain 1987
16009;0743227441;8;The Other Boleyn Girl;Philippa Gregory;2002;stratford;new jersey;usa;Young Adult;The Other Boleyn Girl Philippa Gregory 2002
16009;0767912233;5;Babyville;JANE GREEN;2003;stratford;new jersey;usa;Young Adult;Babyville JANE GREEN 2003
16009;0786868716;6;The Five People You Meet in Heaven;Mitch Albom;2003;stratford;new jersey;usa;Young Adult;The Five People You Meet in Heaven Mitch Albom 2003
16106;0060987103;7;Wicked: The Life and Times of the Wicked Witch of the West;Gregory Maguire;1996;albany;california;usa;Adult;Wicked: The Life and Times of the Wicked Witch of the West Gregory Maguire 1996
16106;006109868X;10;Pigs in Heaven;Barbara Kingsolver;1999;albany;california;usa;Adult;Pigs in Heaven Barbara Kingsolver 1999
16106;0142002267;9;Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players;Stefan Fatsis;2002;albany;california;usa;Adult;Word Freak: Heartbreak, Triumph, Genius, and Obsession in the World of Competitive Scrabble Players Stefan Fatsis 2002
16106;0156028778;9;The Crimson Petal and the White;Michel Faber;2003;albany;california;usa;Adult;The Crimson Petal and the White Michel Faber 2003
16106;0312278586;8;The Nanny Diaries: A Novel;Emma McLaughlin;2002;albany;california;usa;Adult;The Nanny Diaries: A Novel Emma McLaughlin 2002
16106;034541389X;7;Flesh and Blood;Jonathan Kellerman;2002;albany;california;usa;Adult;Flesh and Blood Jonathan Kellerman 2002
16106;0345445848;9;Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle);Adriana Trigiani;2002;albany;california;usa;Adult;Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle) Adriana Trigiani 2002
16106;0345459202;10;Big Stone Gap;Adriana Trigiani;2003;albany;california;usa;Adult;Big Stone Gap Adriana Trigiani 2003
16106;0345465083;10;Seabiscuit;LAURA HILLENBRAND;2003;albany;california;usa;Adult;Seabiscuit LAURA HILLENBRAND 2003
16106;0375422307;10;Persepolis : The Story of a Childhood (Alex Awards (Awards));MARJANE SATRAPI;2003;albany;california;usa;Adult;Persepolis : The Story of a Childhood (Alex Awards (Awards)) MARJANE SATRAPI 2003
16106;0375707972;9;The Reader;Bernhard Schlink;1999;albany;california;usa;Adult;The Reader Bernhard Schlink 1999
16106;0375826688;9;Eragon (Inheritance, Book 1);Christopher Paolini;2004;albany;california;usa;Adult;Eragon (Inheritance, Book 1) Christopher Paolini 2004
16106;0385475772;10;Nine Parts of Desire: The Hidden World of Islamic Women;Geraldine Brooks;1996;albany;california;usa;Adult;Nine Parts of Desire: The Hidden World of Islamic Women Geraldine Brooks 1996
16106;0385730586;10;Sisterhood of the Traveling Pants;ANN BRASHARES;2003;albany;california;usa;Adult;Sisterhood of the Traveling Pants ANN BRASHARES 2003
16106;042518336X;10;American Fuji;Sara Backer;2002;albany;california;usa;Adult;American Fuji Sara Backer 2002
16106;0449006522;8;Manhattan Hunt Club;JOHN SAUL;2002;albany;california;usa;Adult;Manhattan Hunt Club JOHN SAUL 2002
16106;0449213358;10;Hawaii;James A. Michener;1994;albany;california;usa;Adult;Hawaii James A. Michener 1994
16106;0451203895;7;4 Blondes;Candace Bushnell;2002;albany;california;usa;Adult;4 Blondes Candace Bushnell 2002
16106;067091021X;10;Year of Wonders: A Novel of the Plague;Geraldine Brooks;2001;albany;california;usa;Adult;Year of Wonders: A Novel of the Plague Geraldine Brooks 2001
16106;0671027360;10;"Angels &amp; Demons";Dan Brown;2001;albany;california;usa;Adult;"Angels &amp; Demons Dan Brown 2001"
16106;0671776975;9;A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES;Norman Maclean;1992;albany;california;usa;Adult;A RIVER RUNS THROUGH IT AND OTHER STORIES : AND OTHER STORIES Norman Maclean 1992
16106;0679735909;10;Possession : A Romance;A.S. BYATT;1991;albany;california;usa;Adult;Possession : A Romance A.S. BYATT 1991
16106;0743500504;9;The Carousel;Richard Paul Evans;2000;albany;california;usa;Adult;The Carousel Richard Paul Evans 2000
16106;0786865504;9;World of Pies : A Novel;Karen Stolz;2000;albany;california;usa;Adult;World of Pies : A Novel Karen Stolz 2000
16106;0786885688;9;Shopgirl;Steve Martin;2001;albany;california;usa;Adult;Shopgirl Steve Martin 2001
16106;0802115160;9;Kitchen;Banana Yoshimoto;1993;albany;california;usa;Adult;Kitchen Banana Yoshimoto 1993
16106;0812968379;10;Funny in Farsi : A Memoir of Growing Up Iranian in America;FIROOZEH DUMAS;2004;albany;california;usa;Adult;Funny in Farsi : A Memoir of Growing Up Iranian in America FIROOZEH DUMAS 2004
16106;1400034779;10;The No. 1 Ladies' Detective Agency (Today Show Book Club #8);Alexander McCall Smith;2003;albany;california;usa;Adult;The No. 1 Ladies' Detective Agency (Today Show Book Club #8) Alexander McCall Smith 2003
16106;1570613818;9;Book Lust: Recommended Reading for Every Mood, Moment, and Reason;Nancy Pearl;2003;albany;california;usa;Adult;Book Lust: Recommended Reading for Every Mood, Moment, and Reason Nancy Pearl 2003
16106;1573220485;8;The Beach;Alex Garland;1997;albany;california;usa;Adult;The Beach Alex Garland 1997
16106;1573229083;10;My Dream of You;Nuala O'Faolain;2002;albany;california;usa;Adult;My Dream of You Nuala O'Faolain 2002
16121;0064401847;5;Bridge to Terabithia;Katherine Paterson;1987;tarrytown;new york;usa;Adult;Bridge to Terabithia Katherine Paterson 1987
16121;0140298479;5;Bridget Jones: The Edge of Reason;Helen Fielding;2001;tarrytown;new york;usa;Adult;Bridget Jones: The Edge of Reason Helen Fielding 2001
16121;0312983271;5;Full House (Janet Evanovich's Full Series);Janet Evanovich;2002;tarrytown;new york;usa;Adult;Full House (Janet Evanovich's Full Series) Janet Evanovich 2002
16121;0375705198;4;Amy and Isabelle : A novel;ELIZABETH STROUT;2000;tarrytown;new york;usa;Adult;Amy and Isabelle : A novel ELIZABETH STROUT 2000
16121;0385335482;5;Confessions of a Shopaholic (Summer Display Opportunity);SOPHIE KINSELLA;2001;tarrytown;new york;usa;Adult;Confessions of a Shopaholic (Summer Display Opportunity) SOPHIE KINSELLA 2001
16121;0451409000;3;Messiah;Boris Starling;1999;tarrytown;new york;usa;Adult;Messiah Boris Starling 1999
16121;1573229571;5;About a Boy (Movie Tie-In);Nick Hornby;2002;tarrytown;new york;usa;Adult;About a Boy (Movie Tie-In) Nick Hornby 2002
16155;0345361792;8;A Prayer for Owen Meany;John Irving;1990;kuala lumpur;;malaysia;Middle Age;A Prayer for Owen Meany John Irving 1990
16155;0425154092;8;From Potter's Field;Patricia Daniels Cornwell;1996;kuala lumpur;;malaysia;Middle Age;From Potter's Field Patricia Daniels Cornwell 1996
16155;0425158616;7;Cause of Death;Patricia Daniels Cornwell;1997;kuala lumpur;;malaysia;Middle Age;Cause of Death Patricia Daniels Cornwell 1997
16155;0425186326;7;Family Album;Patricia Kay;2002;kuala lumpur;;malaysia;Middle Age;Family Album Patricia Kay 2002
16155;0671880187;7;Kitchen;Banana Yoshimoto;1994;kuala lumpur;;malaysia;Middle Age;Kitchen Banana Yoshimoto 1994
16155;0811824829;10;52 Deck Series: 52 Ways to Celebrate Friendship;Lynn Gordon;2000;kuala lumpur;;malaysia;Middle Age;52 Deck Series: 52 Ways to Celebrate Friendship Lynn Gordon 2000
16161;0099771519;9;Memoirs of a Geisha Uk;Arthur Golden;0;cobram;victoria;australia;Young Adult;Memoirs of a Geisha Uk Arthur Golden 0
16161;0553562967;9;Bellwether;Connie Willis;1997;cobram;victoria;australia;Young Adult;Bellwether Connie Willis 1997
16161;0786867647;9;Lucky Man: A Memoir;Michael J. Fox;2002;cobram;victoria;australia;Young Adult;Lucky Man: A Memoir Michael J. Fox 2002
16161;0875421849;8;Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick);Scott Cunningham;1993;cobram;victoria;australia;Young Adult;Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick) Scott Cunningham 1993
16244;0452266637;7;Beauty's Release;A. N. Roquelaure;1985;toronto;;;Adult;Beauty's Release A. N. Roquelaure 1985
16246;0345353145;6;Sphere;MICHAEL CRICHTON;1988;kitakyushu;fukuoka;japan;Adult;Sphere MICHAEL CRICHTON 1988
16246;0380713802;8;Neither Here nor There: Travels in Europe;Bill Bryson;1999;kitakyushu;fukuoka;japan;Adult;Neither Here nor There: Travels in Europe Bill Bryson 1999
16246;0380820293;10;Last Chance Saloon;Marian Keyes;2002;kitakyushu;fukuoka;japan;Adult;Last Chance Saloon Marian Keyes 2002
16246;0385265700;9;The Book of Ruth (Oprah's Book Club (Paperback));Jane Hamilton;1990;kitakyushu;fukuoka;japan;Adult;The Book of Ruth (Oprah's Book Club (Paperback)) Jane Hamilton 1990
16246;0385492081;9;Into Thin Air : A Personal Account of the Mt. Everest Disaster;JON KRAKAUER;1998;kitakyushu;fukuoka;japan;Adult;Into Thin Air : A Personal Account of the Mt. Everest Disaster JON KRAKAUER 1998
16246;0440226430;9;Summer Sisters;Judy Blume;1999;kitakyushu;fukuoka;japan;Adult;Summer Sisters Judy Blume 1999
16246;0440241413;3;Confessions of a Shopaholic;SOPHIE KINSELLA;2003;kitakyushu;fukuoka;japan;Adult;Confessions of a Shopaholic SOPHIE KINSELLA 2003
16246;0451184963;3;Insomnia;Stephen King;1995;kitakyushu;fukuoka;japan;Adult;Insomnia Stephen King 1995
16246;0451193881;10;The Shining;Stephen King;1997;kitakyushu;fukuoka;japan;Adult;The Shining Stephen King 1997
16246;0671042149;6;Hearts in Atlantis;Stephen King;2000;kitakyushu;fukuoka;japan;Adult;Hearts in Atlantis Stephen King 2000
16246;0767914767;10;The Devil Wears Prada : A Novel;LAUREN WEISBERGER;2004;kitakyushu;fukuoka;japan;Adult;The Devil Wears Prada : A Novel LAUREN WEISBERGER 2004
16246;0804115613;10;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg;2000;kitakyushu;fukuoka;japan;Adult;Fried Green Tomatoes at the Whistle Stop Cafe Fannie Flagg 2000
16246;1573229350;7;Best Friends;Martha Moody;2002;kitakyushu;fukuoka;japan;Adult;Best Friends Martha Moody 2002
16258;0679434046;5;In the Kitchen With Rosie: Oprah's Favorite Recipes;Rosie Daley;1994;randolph;massachusetts;usa;Adult;In the Kitchen With Rosie: Oprah's Favorite Recipes Rosie Daley 1994
16263;0345253434;10;The Fellowship of the Ring;J. R. R. Tolkien;1976;ashland;wisconsin;usa;Adult;The Fellowship of the Ring J. R. R. Tolkien 1976
16263;0375500510;8;Black and Blue : A Novel;ANNA QUINDLEN;1998;ashland;wisconsin;usa;Adult;Black and Blue : A Novel ANNA QUINDLEN 1998
16263;0515103454;7;Haunted;James Herbert;1993;ashland;wisconsin;usa;Adult;Haunted James Herbert 1993
16263;0553572997;5;The Alienist;Caleb Carr;1995;ashland;wisconsin;usa;Adult;The Alienist Caleb Carr 1995
16263;0553802186;9;Safe Harbor;LUANNE RICE;2002;ashland;wisconsin;usa;Adult;Safe Harbor LUANNE RICE 2002
16263;0671003364;3;Ransom;Julie Garwood;1999;ashland;wisconsin;usa;Adult;Ransom Julie Garwood 1999
16263;0671038184;8;Jewel;Bret Lott;1999;ashland;wisconsin;usa;Adult;Jewel Bret Lott 1999
16263;0786866276;8;Mother of Pearl;Melinda Haynes;1999;ashland;wisconsin;usa;Adult;Mother of Pearl Melinda Haynes 1999
16263;0971880107;5;Wild Animus;Rich Shapero;2004;ashland;wisconsin;usa;Adult;Wild Animus Rich Shapero 2004
16383;000649840X;10;Angelas Ashes;Frank Mccourt;0;sheffield;england;united kingdom;Young Adult;Angelas Ashes Frank Mccourt 0
16383;0140276904;8;Jemima J;Jane Green;0;sheffield;england;united kingdom;Young Adult;Jemima J Jane Green 0
16383;0140620222;10;Pride and Prejudice (Penguin Popular Classics);Jane Austen;1994;sheffield;england;united kingdom;Young Adult;Pride and Prejudice (Penguin Popular Classics) Jane Austen 1994
16383;0552143774;10;Horse Whisperer;Nicholas Evans;0;sheffield;england;united kingdom;Young Adult;Horse Whisperer Nicholas Evans 0
16383;0749320346;6;The Bridges of Madison County;Robert James Waller;1995;sheffield;england;united kingdom;Young Adult;The Bridges of Madison County Robert James Waller 1995
16417;0399140433;5;The Judge;Steven Paul Martini;1996;austin;texas;usa;Adult;The Judge Steven Paul Martini 1996
16417;0425162443;8;The Rapture of Canaan;Sheri Reynolds;1997;austin;texas;usa;Adult;The Rapture of Canaan Sheri Reynolds 1997
16417;0679446486;7;Airframe;Michael Crichton;1996;austin;texas;usa;Adult;Airframe Michael Crichton 1996
16417;068484477X;9;STONES FROM THE RIVER;Ursula Hegi;1997;austin;texas;usa;Adult;STONES FROM THE RIVER Ursula Hegi 1997
16488;0060915544;8;The Bean Trees;Barbara Kingsolver;1989;milwaukee;wisconsin;usa;Adult;The Bean Trees Barbara Kingsolver 1989
16488;0064400050;10;By the Shores of Silver Lake (Little House);Laura Ingalls Wilder;1953;milwaukee;wisconsin;usa;Adult;By the Shores of Silver Lake (Little House) Laura Ingalls Wilder 1953
16488;0070212570;8;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg;1989;milwaukee;wisconsin;usa;Adult;Fried Green Tomatoes at the Whistle Stop Cafe Fannie Flagg 1989
16488;0140053204;10;Travels With Charley: In Search of America;John Steinbeck;1980;milwaukee;wisconsin;usa;Adult;Travels With Charley: In Search of America John Steinbeck 1980
16488;0345387651;8;The Cider House Rules;John Irving;1994;milwaukee;wisconsin;usa;Adult;The Cider House Rules John Irving 1994
16488;0394700023;9;The Stranger;Albert Camus;1954;milwaukee;wisconsin;usa;Adult;The Stranger Albert Camus 1954
16488;042511774X;8;Breathing Lessons;Anne Tyler;1994;milwaukee;wisconsin;usa;Adult;Breathing Lessons Anne Tyler 1994
16488;044021145X;5;The Firm;John Grisham;1992;milwaukee;wisconsin;usa;Adult;The Firm John Grisham 1992
16488;0446365386;8;Gone with the Wind;Margaret Mitchell;1993;milwaukee;wisconsin;usa;Adult;Gone with the Wind Margaret Mitchell 1993
16488;0446606812;7;Message in a Bottle;Nicholas Sparks;1999;milwaukee;wisconsin;usa;Adult;Message in a Bottle Nicholas Sparks 1999
16488;0553275976;7;The Bonfire of the Vanities;Tom Wolfe;1988;milwaukee;wisconsin;usa;Adult;The Bonfire of the Vanities Tom Wolfe 1988
16488;0553277472;9;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values;ROBERT PIRSIG;1984;milwaukee;wisconsin;usa;Adult;Zen and the Art of Motorcycle Maintenance: An Inquiry into Values ROBERT PIRSIG 1984
16488;0743225406;10;The Shipping News : A Novel;Annie Proulx;2001;milwaukee;wisconsin;usa;Adult;The Shipping News : A Novel Annie Proulx 2001
16504;0060502258;7;The Divine Secrets of the Ya-Ya Sisterhood: A Novel;Rebecca Wells;2002;kuching;sarawak;malaysia;Young Adult;The Divine Secrets of the Ya-Ya Sisterhood: A Novel Rebecca Wells 2002
16504;0140276904;5;Jemima J;Jane Green;0;kuching;sarawak;malaysia;Young Adult;Jemima J Jane Green 0
16504;0151008116;8;Life of Pi;Yann Martel;2002;kuching;sarawak;malaysia;Young Adult;Life of Pi Yann Martel 2002
16504;0345353145;6;Sphere;MICHAEL CRICHTON;1988;kuching;sarawak;malaysia;Young Adult;Sphere MICHAEL CRICHTON 1988
16504;0380977788;10;Coraline;Neil Gaiman;2002;kuching;sarawak;malaysia;Young Adult;Coraline Neil Gaiman 2002
16504;0425152251;7;Sophie's World: A Novel About the History of Philosophy;Jostein Gaarder;1996;kuching;sarawak;malaysia;Young Adult;Sophie's World: A Novel About the History of Philosophy Jostein Gaarder 1996
16504;0446670251;10;The Virgin Suicides;Jeffrey Eugenides;1994;kuching;sarawak;malaysia;Young Adult;The Virgin Suicides Jeffrey Eugenides 1994
16504;0553572997;8;The Alienist;Caleb Carr;1995;kuching;sarawak;malaysia;Young Adult;The Alienist Caleb Carr 1995
16504;0553581554;7;The Killing Game: Only One Can Win...and the Loser Dies;Iris Johansen;2000;kuching;sarawak;malaysia;Young Adult;The Killing Game: Only One Can Win...and the Loser Dies Iris Johansen 2000
16504;1573229628;8;Prozac Nation: Young and Depressed in America;Elizabeth Wurtzel;2002;kuching;sarawak;malaysia;Young Adult;Prozac Nation: Young and Depressed in America Elizabeth Wurtzel 2002
16545;0140374248;6;James and the Giant Peach;Roald Dahl;2000;berkeley;california;usa;Adult;James and the Giant Peach Roald Dahl 2000
16545;0440498058;7;A Wrinkle In Time;MADELEINE L'ENGLE;1998;berkeley;california;usa;Adult;A Wrinkle In Time MADELEINE L'ENGLE 1998
